id,AB
"1","200.000000"
"2","200.000000"
"3","200.000000"
"4","200.000000"
"5","200.000000"
"6","200.000000"
"7","200.000000"
"8","200.000000"
"9","200.000000"
"10","200.000000"
"11","200.000000"
"12","200.000000"
"13","200.000000"
"14","200.000000"
"15","200.000000"
"16","200.000000"
"17","200.000000"
"18","200.000000"
"19","200.000000"
"20","200.000000"
"21","200.000000"
"22","200.000000"
"23","200.000000"
"24","200.000000"
"25","200.000000"
"26","200.000000"
"27","200.000000"
"28","200.000000"
"29","200.000000"
"30","200.000000"
"31","200.000000"
"32","200.000000"
"33","200.000000"
"34","200.000000"
"35","200.000000"
"36","200.000000"
"37","200.000000"
"38","200.000000"
"39","200.000000"
"40","200.000000"
"41","200.000000"
"42","200.000000"
"43","200.000000"
"44","200.000000"
"45","200.000000"
"46","200.000000"
"47","200.000000"
"48","200.000000"
"49","200.000000"
"50","200.000000"
"51","200.000000"
"52","200.000000"
"53","200.000000"
"54","195.000000"
"55","195.000000"
"56","195.000000"
"57","195.000000"
"58","195.000000"
"59","195.000000"
"60","195.000000"
"61","195.000000"
"62","195.000000"
"63","195.000000"
"64","195.000000"
"65","195.000000"
"66","195.000000"
"67","195.000000"
"68","195.000000"
"69","195.000000"
"70","195.000000"
"71","195.000000"
"72","195.000000"
"73","195.000000"
"74","195.000000"
"75","195.000000"
"76","195.000000"
"77","195.000000"
"78","195.000000"
"79","195.000000"
"80","195.000000"
"81","195.000000"
"82","195.000000"
"83","195.000000"
"84","195.000000"
"85","195.000000"
"86","195.000000"
"87","195.000000"
"88","195.000000"
"89","195.000000"
"90","195.000000"
"91","195.000000"
"92","195.000000"
"93","195.000000"
"94","195.000000"
"95","195.000000"
"96","195.000000"
"97","195.000000"
"98","195.000000"
"99","195.000000"
"100","195.000000"
"101","195.000000"
"102","195.000000"
"103","195.000000"
"104","195.000000"
"105","195.000000"
"106","195.000000"
"107","195.000000"
"108","195.000000"
"109","195.000000"
"110","195.000000"
"111","195.000000"
"112","195.000000"
"113","195.000000"
"114","195.000000"
"115","195.000000"
"116","195.000000"
"117","195.000000"
"118","195.000000"
"119","195.000000"
"120","195.000000"
"121","195.000000"
"122","195.000000"
"123","195.000000"
"124","195.000000"
"125","195.000000"
"126","195.000000"
"127","195.000000"
"128","195.000000"
"129","195.000000"
"130","195.000000"
"131","195.000000"
"132","195.000000"
"133","195.000000"
"134","195.000000"
"135","195.000000"
"136","195.000000"
"137","195.000000"
"138","195.000000"
"139","195.000000"
"140","195.000000"
"141","195.000000"
"142","195.000000"
"143","195.000000"
"144","195.000000"
"145","195.000000"
"146","195.000000"
"147","195.000000"
"148","195.000000"
"149","195.000000"
"150","195.000000"
"151","195.000000"
"152","195.000000"
"153","195.000000"
"154","195.000000"
"155","195.000000"
"156","195.000000"
"157","195.000000"
"158","195.000000"
"159","195.000000"
"160","195.000000"
"161","195.000000"
"162","195.000000"
"163","195.000000"
"164","195.000000"
"165","195.000000"
"166","195.000000"
"167","195.000000"
"168","195.000000"
"169","195.000000"
"170","195.000000"
"171","195.000000"
"172","195.000000"
"173","195.000000"
"174","195.000000"
"175","195.000000"
"176","195.000000"
"177","195.000000"
"178","195.000000"
"179","195.000000"
"180","195.000000"
"181","195.000000"
"182","195.000000"
"183","195.000000"
"184","195.000000"
"185","195.000000"
"186","195.000000"
"187","195.000000"
"188","195.000000"
"189","195.000000"
"190","195.000000"
"191","195.000000"
"192","195.000000"
"193","190.000000"
"194","190.000000"
"195","190.000000"
"196","190.000000"
"197","190.000000"
"198","190.000000"
"199","190.000000"
"200","190.000000"
"201","190.000000"
"202","190.000000"
"203","190.000000"
"204","190.000000"
"205","190.000000"
"206","190.000000"
"207","190.000000"
"208","190.000000"
"209","190.000000"
"210","190.000000"
"211","190.000000"
"212","190.000000"
"213","190.000000"
"214","190.000000"
"215","190.000000"
"216","190.000000"
"217","190.000000"
"218","190.000000"
"219","190.000000"
"220","190.000000"
"221","190.000000"
"222","190.000000"
"223","190.000000"
"224","190.000000"
"225","190.000000"
"226","190.000000"
"227","190.000000"
"228","190.000000"
"229","190.000000"
"230","190.000000"
"231","190.000000"
"232","190.000000"
"233","190.000000"
"234","190.000000"
"235","190.000000"
"236","190.000000"
"237","190.000000"
"238","190.000000"
"239","190.000000"
"240","190.000000"
"241","190.000000"
"242","190.000000"
"243","190.000000"
"244","190.000000"
"245","190.000000"
"246","190.000000"
"247","190.000000"
"248","190.000000"
"249","190.000000"
"250","190.000000"
"251","190.000000"
"252","190.000000"
"253","190.000000"
"254","190.000000"
"255","190.000000"
"256","190.000000"
"257","190.000000"
"258","190.000000"
"259","190.000000"
"260","190.000000"
"261","190.000000"
"262","190.000000"
"263","190.000000"
"264","190.000000"
"265","190.000000"
"266","190.000000"
"267","190.000000"
"268","190.000000"
"269","190.000000"
"270","190.000000"
"271","190.000000"
"272","190.000000"
"273","190.000000"
"274","190.000000"
"275","190.000000"
"276","190.000000"
"277","190.000000"
"278","190.000000"
"279","190.000000"
"280","190.000000"
"281","190.000000"
"282","190.000000"
"283","190.000000"
"284","190.000000"
"285","190.000000"
"286","190.000000"
"287","190.000000"
"288","190.000000"
"289","190.000000"
"290","190.000000"
"291","190.000000"
"292","190.000000"
"293","190.000000"
"294","190.000000"
"295","190.000000"
"296","190.000000"
"297","190.000000"
"298","190.000000"
"299","190.000000"
"300","190.000000"
"301","190.000000"
"302","190.000000"
"303","190.000000"
"304","190.000000"
"305","190.000000"
"306","190.000000"
"307","190.000000"
"308","190.000000"
"309","190.000000"
"310","190.000000"
"311","190.000000"
"312","190.000000"
"313","190.000000"
"314","190.000000"
"315","190.000000"
"316","190.000000"
"317","190.000000"
"318","190.000000"
"319","190.000000"
"320","190.000000"
"321","190.000000"
"322","190.000000"
"323","190.000000"
"324","190.000000"
"325","190.000000"
"326","190.000000"
"327","190.000000"
"328","190.000000"
"329","190.000000"
"330","190.000000"
"331","190.000000"
"332","185.000000"
"333","185.000000"
"334","185.000000"
"335","185.000000"
"336","185.000000"
"337","185.000000"
"338","185.000000"
"339","185.000000"
"340","185.000000"
"341","185.000000"
"342","185.000000"
"343","185.000000"
"344","185.000000"
"345","185.000000"
"346","185.000000"
"347","185.000000"
"348","185.000000"
"349","185.000000"
"350","185.000000"
"351","185.000000"
"352","185.000000"
"353","185.000000"
"354","185.000000"
"355","185.000000"
"356","185.000000"
"357","185.000000"
"358","185.000000"
"359","185.000000"
"360","185.000000"
"361","185.000000"
"362","185.000000"
"363","185.000000"
"364","185.000000"
"365","185.000000"
"366","185.000000"
"367","185.000000"
"368","185.000000"
"369","185.000000"
"370","185.000000"
"371","185.000000"
"372","185.000000"
"373","185.000000"
"374","185.000000"
"375","185.000000"
"376","185.000000"
"377","185.000000"
"378","185.000000"
"379","185.000000"
"380","185.000000"
"381","185.000000"
"382","185.000000"
"383","185.000000"
"384","185.000000"
"385","185.000000"
"386","185.000000"
"387","185.000000"
"388","185.000000"
"389","185.000000"
"390","185.000000"
"391","185.000000"
"392","185.000000"
"393","185.000000"
"394","185.000000"
"395","185.000000"
"396","185.000000"
"397","185.000000"
"398","185.000000"
"399","185.000000"
"400","185.000000"
"401","185.000000"
"402","185.000000"
"403","185.000000"
"404","185.000000"
"405","185.000000"
"406","185.000000"
"407","185.000000"
"408","185.000000"
"409","185.000000"
"410","185.000000"
"411","185.000000"
"412","185.000000"
"413","185.000000"
"414","185.000000"
"415","185.000000"
"416","185.000000"
"417","185.000000"
"418","185.000000"
"419","185.000000"
"420","185.000000"
"421","185.000000"
"422","185.000000"
"423","185.000000"
"424","185.000000"
"425","185.000000"
"426","185.000000"
"427","185.000000"
"428","185.000000"
"429","185.000000"
"430","185.000000"
"431","185.000000"
"432","185.000000"
"433","185.000000"
"434","185.000000"
"435","185.000000"
"436","185.000000"
"437","185.000000"
"438","185.000000"
"439","185.000000"
"440","185.000000"
"441","185.000000"
"442","185.000000"
"443","185.000000"
"444","185.000000"
"445","185.000000"
"446","185.000000"
"447","185.000000"
"448","185.000000"
"449","185.000000"
"450","185.000000"
"451","185.000000"
"452","185.000000"
"453","185.000000"
"454","175.000000"
"455","175.000000"
"456","175.000000"
"457","175.000000"
"458","175.000000"
"459","175.000000"
"460","175.000000"
"461","175.000000"
"462","175.000000"
"463","175.000000"
"464","173.000000"
"465","175.000000"
"466","175.000000"
"467","175.000000"
"468","175.000000"
"469","175.000000"
"470","175.000000"
"471","175.000000"
"472","175.000000"
"473","175.000000"
"474","175.000000"
"475","175.000000"
"476","175.000000"
"477","175.000000"
"478","175.000000"
"479","175.000000"
"480","175.000000"
"481","175.000000"
"482","175.000000"
"483","175.000000"
"484","175.000000"
"485","175.000000"
"486","175.000000"
"487","175.000000"
"488","175.000000"
"489","175.000000"
"490","175.000000"
"491","175.000000"
"492","175.000000"
"493","175.000000"
"494","175.000000"
"495","175.000000"
"496","175.000000"
"497","175.000000"
"498","175.000000"
"499","175.000000"
"500","175.000000"
"501","175.000000"
"502","175.000000"
"503","175.000000"
"504","15.000000"
"505","175.000000"
"506","175.000000"
"507","175.000000"
"508","175.000000"
"509","175.000000"
"510","175.000000"
"511","175.000000"
"512","175.000000"
"513","175.000000"
"514","175.000000"
"515","175.000000"
"516","175.000000"
"517","175.000000"
"518","175.000000"
"519","175.000000"
"520","175.000000"
"521","175.000000"
"522","175.000000"
"523","175.000000"
"524","175.000000"
"525","175.000000"
"526","175.000000"
"527","175.000000"
"528","175.000000"
"529","175.000000"
"530","175.000000"
"531","175.000000"
"532","175.000000"
"533","175.000000"
"534","175.000000"
"535","175.000000"
"536","175.000000"
"537","175.000000"
"538","175.000000"
"539","175.000000"
"540","175.000000"
"541","175.000000"
"542","175.000000"
"543","175.000000"
"544","175.000000"
"545","175.000000"
"546","175.000000"
"547","175.000000"
"548","175.000000"
"549","175.000000"
"550","175.000000"
"551","175.000000"
"552","175.000000"
"553","175.000000"
"554","175.000000"
"555","175.000000"
"556","175.000000"
"557","175.000000"
"558","175.000000"
"559","175.000000"
"560","175.000000"
"561","175.000000"
"562","175.000000"
"563","175.000000"
"564","175.000000"
"565","175.000000"
"566","175.000000"
"567","175.000000"
"568","175.000000"
"569","175.000000"
"570","175.000000"
"571","175.000000"
"572","175.000000"
"573","175.000000"
"574","175.000000"
"575","175.000000"
"576","175.000000"
"577","175.000000"
"578","175.000000"
"579","175.000000"
"580","175.000000"
"581","175.000000"
"582","175.000000"
"583","175.000000"
"584","175.000000"
"585","175.000000"
"586","185.000000"
"587","185.000000"
"588","185.000000"
"589","185.000000"
"590","185.000000"
"591","185.000000"
"592","185.000000"
"593","185.000000"
"594","185.000000"
"595","185.000000"
"596","170.000000"
"597","170.000000"
"598","170.000000"
"599","170.000000"
"600","170.000000"
"601","170.000000"
"602","170.000000"
"603","170.000000"
"604","170.000000"
"605","170.000000"
"606","170.000000"
"607","170.000000"
"608","170.000000"
"609","170.000000"
"610","170.000000"
"611","170.000000"
"612","170.000000"
"613","170.000000"
"614","170.000000"
"615","170.000000"
"616","170.000000"
"617","170.000000"
"618","170.000000"
"619","170.000000"
"620","170.000000"
"621","170.000000"
"622","170.000000"
"623","170.000000"
"624","170.000000"
"625","170.000000"
"626","170.000000"
"627","170.000000"
"628","170.000000"
"629","170.000000"
"630","170.000000"
"631","170.000000"
"632","170.000000"
"633","170.000000"
"634","170.000000"
"635","170.000000"
"636","170.000000"
"637","170.000000"
"638","170.000000"
"639","170.000000"
"640","170.000000"
"641","170.000000"
"642","170.000000"
"643","170.000000"
"644","170.000000"
"645","170.000000"
"646","170.000000"
"647","170.000000"
"648","170.000000"
"649","170.000000"
"650","170.000000"
"651","170.000000"
"652","170.000000"
"653","170.000000"
"654","170.000000"
"655","170.000000"
"656","170.000000"
"657","170.000000"
"658","170.000000"
"659","170.000000"
"660","170.000000"
"661","170.000000"
"662","170.000000"
"663","170.000000"
"664","170.000000"
"665","170.000000"
"666","170.000000"
"667","170.000000"
"668","170.000000"
"669","170.000000"
"670","170.000000"
"671","165.000000"
"672","165.000000"
"673","165.000000"
"674","165.000000"
"675","165.000000"
"676","165.000000"
"677","165.000000"
"678","165.000000"
"679","165.000000"
"680","165.000000"
"681","165.000000"
"682","165.000000"
"683","165.000000"
"684","165.000000"
"685","165.000000"
"686","165.000000"
"687","165.000000"
"688","165.000000"
"689","165.000000"
"690","165.000000"
"691","165.000000"
"692","165.000000"
"693","165.000000"
"694","165.000000"
"695","165.000000"
"696","165.000000"
"697","165.000000"
"698","165.000000"
"699","165.000000"
"700","165.000000"
"701","165.000000"
"702","165.000000"
"703","165.000000"
"704","165.000000"
"705","165.000000"
"706","165.000000"
"707","165.000000"
"708","165.000000"
"709","165.000000"
"710","165.000000"
"711","165.000000"
"712","165.000000"
"713","165.000000"
"714","165.000000"
"715","165.000000"
"716","165.000000"
"717","165.000000"
"718","165.000000"
"719","165.000000"
"720","165.000000"
"721","165.000000"
"722","165.000000"
"723","165.000000"
"724","165.000000"
"725","165.000000"
"726","165.000000"
"727","165.000000"
"728","165.000000"
"729","165.000000"
"730","165.000000"
"731","165.000000"
"732","165.000000"
"733","165.000000"
"734","165.000000"
"735","165.000000"
"736","165.000000"
"737","165.000000"
"738","165.000000"
"739","165.000000"
"740","165.000000"
"741","165.000000"
"742","165.000000"
"743","165.000000"
"744","165.000000"
"745","165.000000"
"746","165.000000"
"747","165.000000"
"748","165.000000"
"749","165.000000"
"750","160.000000"
"751","160.000000"
"752","160.000000"
"753","160.000000"
"754","160.000000"
"755","160.000000"
"756","160.000000"
"757","160.000000"
"758","160.000000"
"759","160.000000"
"760","160.000000"
"761","160.000000"
"762","160.000000"
"763","160.000000"
"764","160.000000"
"765","160.000000"
"766","160.000000"
"767","160.000000"
"768","160.000000"
"769","160.000000"
"770","160.000000"
"771","160.000000"
"772","160.000000"
"773","160.000000"
"774","160.000000"
"775","160.000000"
"776","160.000000"
"777","160.000000"
"778","160.000000"
"779","160.000000"
"780","160.000000"
"781","160.000000"
"782","160.000000"
"783","160.000000"
"784","160.000000"
"785","160.000000"
"786","160.000000"
"787","160.000000"
"788","160.000000"
"789","160.000000"
"790","1600.000000"
"791","160.000000"
"792","160.000000"
"793","160.000000"
"794","160.000000"
"795","160.000000"
"796","160.000000"
"797","160.000000"
"798","160.000000"
"799","160.000000"
"800","160.000000"
"801","160.000000"
"802","160.000000"
"803","160.000000"
"804","160.000000"
"805","160.000000"
"806","160.000000"
"807","160.000000"
"808","160.000000"
"809","160.000000"
"810","160.000000"
"811","160.000000"
"812","160.000000"
"813","160.000000"
"814","160.000000"
"815","160.000000"
"816","160.000000"
"817","160.000000"
"818","160.000000"
"819","160.000000"
"820","160.000000"
"821","160.000000"
"822","160.000000"
"823","160.000000"
"824","160.000000"
"825","160.000000"
"826","160.000000"
"827","160.000000"
"828","160.000000"
"829","160.000000"
"830","160.000000"
"831","160.000000"
"832","160.000000"
"833","160.000000"
"834","160.000000"
"835","160.000000"
"836","160.000000"
"837","160.000000"
"838","160.000000"
"839","160.000000"
"840","160.000000"
"841","160.000000"
"842","160.000000"
"843","160.000000"
"844","160.000000"
"845","160.000000"
"846","160.000000"
"847","160.000000"
"848","160.000000"
"849","160.000000"
"850","160.000000"
"851","160.000000"
"852","160.000000"
"853","160.000000"
"854","160.000000"
"855","160.000000"
"856","160.000000"
"857","160.000000"
"858","160.000000"
"859","160.000000"
"860","160.000000"
"861","161.000000"
"862","160.000000"
"863","160.000000"
"864","160.000000"
"865","160.000000"
"866","160.000000"
"867","160.000000"
"868","160.000000"
"869","160.000000"
"870","160.000000"
"871","160.000000"
"872","160.000000"
"873","160.000000"
"874","160.000000"
"875","160.000000"
"876","160.000000"
"877","160.000000"
"878","160.000000"
"879","160.000000"
"880","160.000000"
"881","160.000000"
"882","160.000000"
"883","160.000000"
"884","160.000000"
"885","160.000000"
"886","140.000000"
"887","160.000000"
"888","160.000000"
"889","160.000000"
"890","140.000000"
"891","140.000000"
"892","140.000000"
"893","140.000000"
"894","140.000000"
"895","140.000000"
"896","140.000000"
"897","140.000000"
"898","140.000000"
"899","140.000000"
"900","140.000000"
"901","140.000000"
"902","140.000000"
"903","140.000000"
"904","140.000000"
"905","145.000000"
"906","145.000000"
"907","145.000000"
"908","145.000000"
"909","145.000000"
"910","145.000000"
"911","145.000000"
"912","145.000000"
"913","145.000000"
"914","145.000000"
"915","145.000000"
"916","145.000000"
"917","145.000000"
"918","145.000000"
"919","145.000000"
"920","145.000000"
"921","145.000000"
"922","145.000000"
"923","145.000000"
"924","145.000000"
"925","145.000000"
"926","145.000000"
"927","145.000000"
"928","145.000000"
"929","145.000000"
"930","145.000000"
"931","145.000000"
"932","145.000000"
"933","145.000000"
"934","145.000000"
"935","145.000000"
"936","145.000000"
"937","145.000000"
"938","145.000000"
"939","145.000000"
"940","145.000000"
"941","145.000000"
"942","145.000000"
"943","145.000000"
"944","145.000000"
"945","145.000000"
"946","145.000000"
"947","150.000000"
"948","155.000000"
"949","155.000000"
"950","155.000000"
"951","150.000000"
"952","145.000000"
