id,AB (mGal),Longitud,Latitud
1,260.000,-23.095,15.210
2,260.000,-23.096,15.213
3,260.000,-23.097,15.217
4,260.000,-23.099,15.220
5,260.000,-23.101,15.222
6,260.000,-23.103,15.225
7,260.000,-23.106,15.227
8,260.000,-23.108,15.229
9,260.000,-23.110,15.231
10,260.000,-23.113,15.233
11,260.000,-23.115,15.235
12,260.000,-23.118,15.237
13,260.000,-23.120,15.239
14,260.000,-23.123,15.241
15,260.000,-23.127,15.245
16,260.000,-23.130,15.248
17,260.000,-23.133,15.251
18,260.000,-23.136,15.254
19,260.000,-23.139,15.255
20,260.000,-23.141,15.258
21,260.000,-23.145,15.260
22,260.000,-23.148,15.260
23,260.000,-23.153,15.261
24,260.000,-23.156,15.261
25,260.000,-23.160,15.261
26,260.000,-23.163,15.261
27,260.000,-23.167,15.261
28,260.000,-23.171,15.260
29,260.000,-23.175,15.259
30,260.000,-23.178,15.258
31,260.000,-23.182,15.256
32,260.000,-23.186,15.254
33,260.000,-23.188,15.252
34,260.000,-23.191,15.250
35,260.000,-23.193,15.247
36,260.000,-23.196,15.244
37,260.000,-23.198,15.240
38,260.000,-23.200,15.237
39,260.000,-23.201,15.233
40,260.000,-23.204,15.229
41,260.000,-23.205,15.225
42,260.000,-23.206,15.221
43,260.000,-23.208,15.218
44,260.000,-23.209,15.215
45,260.000,-23.210,15.211
46,260.000,-23.212,15.207
47,260.000,-23.212,15.203
48,260.000,-23.213,15.199
49,260.000,-23.213,15.195
50,260.000,-23.213,15.190
51,260.000,-23.212,15.186
52,260.000,-23.211,15.182
53,260.000,-23.210,15.178
54,260.000,-23.209,15.174
55,260.000,-23.208,15.170
56,260.000,-23.206,15.167
57,260.000,-23.204,15.164
58,260.000,-23.202,15.161
59,260.000,-23.200,15.158
60,260.000,-23.198,15.155
61,260.000,-23.196,15.152
62,260.000,-23.194,15.149
63,260.000,-23.191,15.147
64,260.000,-23.188,15.144
65,260.000,-23.186,15.141
66,260.000,-23.183,15.139
67,260.000,-23.180,15.136
68,260.000,-23.177,15.134
69,260.000,-23.174,15.132
70,260.000,-23.170,15.130
71,260.000,-23.166,15.129
72,260.000,-23.163,15.127
73,260.000,-23.159,15.126
74,260.000,-23.154,15.125
75,260.000,-23.150,15.124
76,260.000,-23.147,15.123
77,262.000,-23.168,15.256
78,262.000,-23.164,15.257
79,262.000,-23.159,15.256
80,262.000,-23.153,15.256
81,262.000,-23.149,15.255
82,262.000,-23.145,15.253
83,262.000,-23.140,15.251
84,262.000,-23.137,15.248
85,262.000,-23.132,15.245
86,262.000,-23.129,15.242
87,262.000,-23.126,15.239
88,262.000,-23.123,15.237
89,262.000,-23.119,15.234
90,262.000,-23.116,15.231
91,262.000,-23.113,15.229
92,262.000,-23.109,15.225
93,262.000,-23.107,15.223
94,262.000,-23.104,15.220
95,262.000,-23.101,15.216
96,262.000,-23.099,15.212
97,262.000,-23.098,15.207
98,262.000,-23.096,15.203
99,262.000,-23.095,15.200
100,262.000,-23.171,15.256
101,262.000,-23.174,15.255
102,262.000,-23.179,15.254
103,262.000,-23.183,15.252
104,262.000,-23.186,15.250
105,262.000,-23.190,15.247
106,262.000,-23.192,15.243
107,262.000,-23.194,15.240
108,262.000,-23.196,15.236
109,262.000,-23.203,15.222
110,262.000,-23.202,15.225
111,262.000,-23.200,15.228
112,262.000,-23.199,15.232
113,262.000,-23.204,15.218
114,262.000,-23.205,15.215
115,262.000,-23.207,15.212
116,262.000,-23.208,15.206
117,262.000,-23.208,15.203
118,262.000,-23.209,15.200
119,262.000,-23.209,15.196
120,262.000,-23.205,15.174
121,262.000,-23.206,15.177
122,262.000,-23.207,15.179
123,262.000,-23.208,15.182
124,262.000,-23.209,15.185
125,262.000,-23.209,15.189
126,262.000,-23.210,15.193
127,262.000,-23.204,15.171
128,262.000,-23.194,15.155
129,262.000,-23.196,15.157
130,262.000,-23.198,15.159
131,262.000,-23.199,15.162
132,262.000,-23.202,15.165
133,262.000,-23.203,15.168
134,262.000,-23.192,15.152
135,262.000,-23.173,15.135
136,262.000,-23.175,15.136
137,262.000,-23.176,15.137
138,262.000,-23.178,15.138
139,262.000,-23.180,15.140
140,262.000,-23.182,15.142
141,262.000,-23.183,15.143
142,262.000,-23.186,15.146
143,262.000,-23.189,15.149
144,262.000,-23.171,15.133
145,262.000,-23.167,15.132
146,262.000,-23.165,15.131
147,262.000,-23.163,15.130
148,262.000,-23.161,15.129
149,262.000,-23.158,15.128
150,262.000,-23.156,15.128
151,262.000,-23.153,15.127
152,262.000,-23.150,15.127
153,262.000,-23.148,15.126
154,264.000,-23.176,15.251
155,264.000,-23.173,15.252
156,264.000,-23.169,15.253
157,264.000,-23.163,15.253
158,264.000,-23.160,15.253
159,264.000,-23.156,15.252
160,264.000,-23.151,15.252
161,264.000,-23.147,15.251
162,264.000,-23.143,15.249
163,264.000,-23.140,15.246
164,264.000,-23.137,15.244
165,264.000,-23.133,15.242
166,264.000,-23.130,15.239
167,264.000,-23.128,15.237
168,264.000,-23.125,15.235
169,264.000,-23.122,15.232
170,264.000,-23.119,15.230
171,264.000,-23.116,15.227
172,264.000,-23.113,15.225
173,264.000,-23.111,15.222
174,264.000,-23.109,15.220
175,264.000,-23.106,15.218
176,264.000,-23.105,15.215
177,264.000,-23.103,15.212
178,264.000,-23.101,15.209
179,264.000,-23.100,15.205
180,264.000,-23.099,15.201
181,264.000,-23.097,15.197
182,264.000,-23.097,15.194
183,264.000,-23.096,15.191
184,264.000,-23.096,15.188
185,264.000,-23.097,15.185
186,264.000,-23.096,15.179
187,264.000,-23.096,15.176
188,264.000,-23.096,15.172
189,264.000,-23.096,15.169
190,264.000,-23.096,15.164
191,264.000,-23.180,15.250
192,264.000,-23.183,15.248
193,264.000,-23.185,15.246
194,264.000,-23.188,15.244
195,264.000,-23.190,15.242
196,264.000,-23.192,15.239
197,264.000,-23.194,15.236
198,264.000,-23.196,15.233
199,264.000,-23.197,15.230
200,264.000,-23.199,15.226
201,264.000,-23.200,15.223
202,264.000,-23.201,15.221
203,264.000,-23.202,15.218
204,264.000,-23.203,15.215
205,264.000,-23.204,15.212
206,264.000,-23.205,15.209
207,264.000,-23.206,15.206
208,264.000,-23.206,15.203
209,264.000,-23.206,15.200
210,264.000,-23.207,15.197
211,264.000,-23.207,15.194
212,264.000,-23.207,15.190
213,264.000,-23.207,15.187
214,264.000,-23.206,15.183
215,264.000,-23.205,15.180
216,264.000,-23.203,15.177
217,264.000,-23.202,15.174
218,264.000,-23.200,15.170
219,264.000,-23.199,15.167
220,264.000,-23.197,15.163
221,264.000,-23.196,15.161
222,264.000,-23.194,15.159
223,264.000,-23.192,15.156
224,264.000,-23.190,15.154
225,264.000,-23.188,15.151
226,264.000,-23.186,15.149
227,264.000,-23.184,15.146
228,264.000,-23.181,15.144
229,264.000,-23.179,15.142
230,264.000,-23.177,15.140
231,264.000,-23.174,15.138
232,264.000,-23.172,15.136
233,264.000,-23.169,15.134
234,264.000,-23.167,15.134
235,264.000,-23.164,15.132
236,264.000,-23.161,15.132
237,264.000,-23.158,15.131
238,264.000,-23.156,15.130
239,264.000,-23.153,15.129
240,264.000,-23.151,15.128
241,264.000,-23.148,15.128
242,264.000,-23.145,15.127
243,266.000,-23.169,15.251
244,266.000,-23.165,15.251
245,266.000,-23.161,15.251
246,266.000,-23.158,15.250
247,266.000,-23.154,15.249
248,266.000,-23.151,15.248
249,266.000,-23.148,15.247
250,266.000,-23.145,15.245
251,266.000,-23.142,15.244
252,266.000,-23.139,15.242
253,266.000,-23.136,15.240
254,266.000,-23.133,15.238
255,266.000,-23.130,15.235
256,266.000,-23.127,15.233
257,266.000,-23.124,15.231
258,266.000,-23.122,15.229
259,266.000,-23.120,15.227
260,266.000,-23.118,15.225
261,266.000,-23.116,15.223
262,266.000,-23.113,15.220
263,266.000,-23.111,15.218
264,266.000,-23.109,15.216
265,266.000,-23.107,15.213
266,266.000,-23.106,15.210
267,266.000,-23.104,15.207
268,266.000,-23.103,15.204
269,266.000,-23.102,15.201
270,266.000,-23.098,15.178
271,266.000,-23.099,15.181
272,266.000,-23.099,15.183
273,266.000,-23.099,15.187
274,266.000,-23.099,15.190
275,266.000,-23.100,15.193
276,266.000,-23.101,15.196
277,266.000,-23.101,15.199
278,266.000,-23.099,15.161
279,266.000,-23.099,15.164
280,266.000,-23.098,15.166
281,266.000,-23.098,15.169
282,266.000,-23.098,15.172
283,266.000,-23.098,15.175
284,266.000,-23.172,15.250
285,266.000,-23.174,15.249
286,266.000,-23.178,15.248
287,266.000,-23.181,15.246
288,266.000,-23.184,15.244
289,266.000,-23.185,15.242
290,266.000,-23.187,15.241
291,266.000,-23.189,15.239
292,266.000,-23.191,15.237
293,266.000,-23.192,15.236
294,266.000,-23.192,15.234
295,266.000,-23.193,15.232
296,266.000,-23.194,15.230
297,266.000,-23.195,15.228
298,266.000,-23.200,15.218
299,266.000,-23.199,15.219
300,266.000,-23.199,15.221
301,266.000,-23.197,15.223
302,266.000,-23.197,15.225
303,266.000,-23.196,15.226
304,266.000,-23.200,15.216
305,266.000,-23.201,15.214
306,266.000,-23.201,15.212
307,266.000,-23.202,15.210
308,266.000,-23.203,15.208
309,266.000,-23.203,15.206
310,266.000,-23.204,15.204
311,266.000,-23.204,15.201
312,266.000,-23.204,15.198
313,266.000,-23.205,15.196
314,266.000,-23.205,15.194
315,266.000,-23.205,15.191
316,266.000,-23.204,15.188
317,266.000,-23.204,15.186
318,266.000,-23.203,15.183
319,266.000,-23.202,15.180
320,266.000,-23.201,15.177
321,266.000,-23.200,15.175
322,266.000,-23.198,15.173
323,266.000,-23.197,15.170
324,266.000,-23.196,15.169
325,266.000,-23.195,15.167
326,266.000,-23.194,15.165
327,266.000,-23.193,15.162
328,266.000,-23.192,15.160
329,266.000,-23.191,15.159
330,266.000,-23.189,15.156
331,266.000,-23.188,15.154
332,266.000,-23.186,15.152
333,266.000,-23.184,15.151
334,266.000,-23.182,15.149
335,266.000,-23.181,15.148
336,266.000,-23.179,15.146
337,266.000,-23.177,15.144
338,266.000,-23.176,15.142
339,266.000,-23.174,15.141
340,266.000,-23.172,15.139
341,266.000,-23.170,15.138
342,266.000,-23.168,15.136
343,266.000,-23.165,15.135
344,266.000,-23.163,15.134
345,266.000,-23.160,15.133
346,266.000,-23.157,15.132
347,266.000,-23.154,15.131
348,266.000,-23.151,15.131
349,266.000,-23.149,15.130
350,266.000,-23.146,15.129
351,266.000,-23.143,15.129
352,266.000,-23.140,15.129
353,268.000,-23.166,15.247
354,268.000,-23.162,15.247
355,268.000,-23.158,15.247
356,268.000,-23.154,15.246
357,268.000,-23.151,15.245
358,268.000,-23.147,15.244
359,268.000,-23.144,15.242
360,268.000,-23.142,15.240
361,268.000,-23.138,15.238
362,268.000,-23.136,15.236
363,268.000,-23.133,15.234
364,268.000,-23.131,15.232
365,268.000,-23.129,15.231
366,268.000,-23.126,15.228
367,268.000,-23.124,15.226
368,268.000,-23.122,15.224
369,268.000,-23.119,15.222
370,268.000,-23.117,15.220
371,268.000,-23.115,15.218
372,268.000,-23.113,15.216
373,268.000,-23.111,15.214
374,268.000,-23.110,15.211
375,268.000,-23.108,15.209
376,268.000,-23.107,15.207
377,268.000,-23.106,15.204
378,268.000,-23.104,15.200
379,268.000,-23.103,15.196
380,268.000,-23.103,15.192
381,268.000,-23.101,15.188
382,268.000,-23.101,15.184
383,268.000,-23.101,15.181
384,268.000,-23.101,15.178
385,268.000,-23.100,15.174
386,268.000,-23.100,15.170
387,268.000,-23.101,15.167
388,268.000,-23.101,15.163
389,268.000,-23.102,15.159
390,268.000,-23.102,15.155
391,268.000,-23.103,15.152
392,268.000,-23.169,15.247
393,268.000,-23.172,15.247
394,268.000,-23.175,15.246
395,268.000,-23.178,15.245
396,268.000,-23.180,15.243
397,268.000,-23.182,15.241
398,268.000,-23.184,15.240
399,268.000,-23.186,15.238
400,268.000,-23.188,15.235
401,268.000,-23.190,15.233
402,268.000,-23.191,15.231
403,268.000,-23.192,15.229
404,268.000,-23.193,15.227
405,268.000,-23.194,15.225
406,268.000,-23.195,15.223
407,268.000,-23.196,15.220
408,268.000,-23.197,15.218
409,268.000,-23.198,15.216
410,268.000,-23.199,15.214
411,268.000,-23.199,15.212
412,268.000,-23.200,15.210
413,268.000,-23.201,15.207
414,268.000,-23.201,15.205
415,268.000,-23.202,15.203
416,268.000,-23.202,15.201
417,268.000,-23.203,15.198
418,268.000,-23.203,15.196
419,268.000,-23.203,15.193
420,268.000,-23.203,15.191
421,268.000,-23.202,15.188
422,268.000,-23.202,15.186
423,268.000,-23.201,15.184
424,268.000,-23.201,15.182
425,268.000,-23.200,15.180
426,268.000,-23.199,15.178
427,268.000,-23.198,15.176
428,268.000,-23.197,15.174
429,268.000,-23.195,15.172
430,268.000,-23.194,15.170
431,268.000,-23.193,15.167
432,268.000,-23.191,15.165
433,268.000,-23.190,15.162
434,268.000,-23.188,15.160
435,268.000,-23.187,15.158
436,268.000,-23.186,15.156
437,268.000,-23.184,15.154
438,268.000,-23.182,15.152
439,268.000,-23.180,15.151
440,268.000,-23.179,15.149
441,268.000,-23.177,15.147
442,268.000,-23.176,15.145
443,268.000,-23.174,15.144
444,268.000,-23.172,15.142
445,268.000,-23.170,15.140
446,268.000,-23.168,15.139
447,268.000,-23.166,15.138
448,268.000,-23.163,15.136
449,268.000,-23.162,15.136
450,268.000,-23.159,15.135
451,268.000,-23.158,15.134
452,268.000,-23.156,15.133
453,268.000,-23.154,15.133
454,268.000,-23.152,15.132
455,268.000,-23.150,15.132
456,268.000,-23.147,15.131
457,268.000,-23.145,15.131
458,268.000,-23.142,15.130
459,268.000,-23.140,15.130
460,268.000,-23.137,15.130
461,280.000,-23.162,15.151
462,280.000,-23.164,15.153
463,280.000,-23.166,15.155
464,280.000,-23.168,15.158
465,280.000,-23.170,15.161
466,280.000,-23.172,15.164
467,280.000,-23.174,15.166
468,280.000,-23.175,15.169
469,280.000,-23.178,15.172
470,280.000,-23.180,15.174
471,280.000,-23.181,15.177
472,280.000,-23.183,15.178
473,280.000,-23.184,15.181
474,280.000,-23.185,15.183
475,280.000,-23.186,15.185
476,280.000,-23.187,15.187
477,280.000,-23.188,15.189
478,280.000,-23.189,15.191
479,280.000,-23.189,15.193
480,280.000,-23.190,15.194
481,280.000,-23.190,15.196
482,280.000,-23.190,15.198
483,280.000,-23.190,15.200
484,280.000,-23.190,15.203
485,280.000,-23.189,15.205
486,280.000,-23.189,15.207
487,280.000,-23.188,15.209
488,280.000,-23.187,15.211
489,280.000,-23.186,15.212
490,280.000,-23.185,15.214
491,280.000,-23.184,15.216
492,280.000,-23.183,15.218
493,280.000,-23.182,15.221
494,280.000,-23.180,15.223
495,280.000,-23.179,15.225
496,280.000,-23.177,15.226
497,280.000,-23.175,15.228
498,280.000,-23.174,15.230
499,280.000,-23.171,15.232
500,280.000,-23.169,15.232
501,280.000,-23.166,15.232
502,280.000,-23.163,15.232
503,280.000,-23.160,15.232
504,280.000,-23.158,15.231
505,280.000,-23.155,15.230
506,280.000,-23.153,15.229
507,280.000,-23.151,15.228
508,280.000,-23.149,15.226
509,280.000,-23.146,15.225
510,280.000,-23.144,15.223
511,280.000,-23.143,15.221
512,280.000,-23.140,15.219
513,280.000,-23.139,15.217
514,280.000,-23.137,15.216
515,280.000,-23.136,15.214
516,280.000,-23.134,15.212
517,280.000,-23.132,15.210
518,280.000,-23.131,15.209
519,280.000,-23.129,15.207
520,280.000,-23.127,15.206
521,280.000,-23.126,15.204
522,280.000,-23.124,15.202
523,280.000,-23.122,15.200
524,280.000,-23.121,15.199
525,280.000,-23.120,15.196
526,280.000,-23.119,15.194
527,280.000,-23.118,15.192
528,280.000,-23.117,15.189
529,280.000,-23.116,15.187
530,280.000,-23.116,15.184
531,280.000,-23.115,15.182
532,280.000,-23.115,15.179
533,280.000,-23.114,15.176
534,280.000,-23.114,15.174
535,280.000,-23.114,15.170
536,280.000,-23.114,15.167
537,280.000,-23.115,15.165
538,280.000,-23.116,15.162
539,280.000,-23.117,15.160
540,280.000,-23.118,15.158
541,280.000,-23.119,15.156
542,280.000,-23.120,15.153
543,280.000,-23.121,15.152
544,280.000,-23.123,15.150
545,280.000,-23.125,15.149
546,280.000,-23.127,15.147
547,280.000,-23.129,15.146
548,280.000,-23.131,15.145
549,280.000,-23.133,15.144
550,280.000,-23.135,15.143
551,280.000,-23.137,15.143
552,280.000,-23.140,15.142
553,280.000,-23.142,15.142
554,280.000,-23.144,15.142
555,280.000,-23.146,15.142
556,280.000,-23.149,15.143
557,280.000,-23.151,15.143
558,280.000,-23.154,15.144
559,280.000,-23.155,15.145
560,280.000,-23.157,15.146
561,280.000,-23.159,15.148
562,280.000,-23.161,15.150
563,278.000,-23.171,15.234
564,278.000,-23.168,15.235
565,278.000,-23.164,15.235
566,278.000,-23.161,15.235
567,278.000,-23.157,15.233
568,278.000,-23.154,15.232
569,278.000,-23.151,15.231
570,278.000,-23.148,15.229
571,278.000,-23.145,15.227
572,278.000,-23.142,15.225
573,278.000,-23.140,15.223
574,278.000,-23.137,15.220
575,278.000,-23.135,15.217
576,278.000,-23.133,15.215
577,278.000,-23.130,15.213
578,278.000,-23.128,15.211
579,278.000,-23.126,15.209
580,278.000,-23.124,15.207
581,278.000,-23.122,15.204
582,278.000,-23.120,15.202
583,278.000,-23.118,15.200
584,278.000,-23.117,15.197
585,278.000,-23.116,15.194
586,278.000,-23.115,15.191
587,278.000,-23.114,15.188
588,278.000,-23.113,15.185
589,278.000,-23.113,15.182
590,278.000,-23.173,15.233
591,278.000,-23.176,15.231
592,278.000,-23.178,15.230
593,278.000,-23.180,15.227
594,278.000,-23.182,15.225
595,278.000,-23.184,15.222
596,278.000,-23.185,15.220
597,278.000,-23.187,15.217
598,278.000,-23.188,15.214
599,278.000,-23.190,15.210
600,278.000,-23.191,15.207
601,278.000,-23.192,15.204
602,278.000,-23.192,15.201
603,278.000,-23.193,15.198
604,278.000,-23.192,15.195
605,278.000,-23.192,15.192
606,278.000,-23.191,15.189
607,278.000,-23.189,15.186
608,278.000,-23.188,15.183
609,278.000,-23.187,15.180
610,278.000,-23.112,15.179
611,278.000,-23.112,15.176
612,278.000,-23.111,15.173
613,278.000,-23.112,15.170
614,278.000,-23.185,15.178
615,278.000,-23.183,15.175
616,278.000,-23.181,15.172
617,278.000,-23.179,15.169
618,278.000,-23.177,15.167
619,278.000,-23.175,15.164
620,278.000,-23.112,15.167
621,278.000,-23.113,15.163
622,278.000,-23.114,15.160
623,278.000,-23.115,15.158
624,278.000,-23.116,15.155
625,278.000,-23.173,15.161
626,278.000,-23.172,15.159
627,278.000,-23.170,15.156
628,278.000,-23.168,15.154
629,278.000,-23.166,15.151
630,278.000,-23.164,15.149
631,278.000,-23.161,15.146
632,278.000,-23.118,15.153
633,278.000,-23.120,15.150
634,278.000,-23.122,15.147
635,278.000,-23.124,15.145
636,278.000,-23.126,15.144
637,278.000,-23.129,15.142
638,278.000,-23.133,15.141
639,278.000,-23.135,15.141
640,278.000,-23.138,15.140
641,278.000,-23.142,15.140
642,278.000,-23.145,15.140
643,278.000,-23.159,15.144
644,278.000,-23.156,15.143
645,278.000,-23.153,15.142
646,278.000,-23.150,15.141
647,278.000,-23.147,15.140
648,276.000,-23.167,15.237
649,276.000,-23.164,15.238
650,276.000,-23.171,15.237
651,276.000,-23.173,15.236
652,276.000,-23.176,15.234
653,276.000,-23.178,15.233
654,276.000,-23.180,15.231
655,276.000,-23.182,15.229
656,276.000,-23.183,15.227
657,276.000,-23.162,15.238
658,276.000,-23.159,15.237
659,276.000,-23.156,15.236
660,276.000,-23.153,15.235
661,276.000,-23.151,15.234
662,276.000,-23.148,15.232
