id,AB (mGal),Longitud,Latitud
1311,290.000,-23.158,15.211
1312,290.000,-23.156,15.210
1313,290.000,-23.155,15.210
1314,290.000,-23.153,15.209
1315,290.000,-23.152,15.208
1316,290.000,-23.151,15.207
1317,290.000,-23.149,15.205
1318,290.000,-23.148,15.204
1319,290.000,-23.163,15.213
1320,290.000,-23.165,15.212
1321,290.000,-23.167,15.212
1322,290.000,-23.168,15.212
1323,290.000,-23.170,15.211
1324,290.000,-23.180,15.204
1325,290.000,-23.179,15.205
1326,290.000,-23.178,15.206
1327,290.000,-23.176,15.207
1328,290.000,-23.175,15.207
1329,290.000,-23.174,15.208
1330,290.000,-23.173,15.209
1331,290.000,-23.172,15.210
1332,290.000,-23.181,15.203
1333,290.000,-23.181,15.202
1334,290.000,-23.182,15.201
1335,290.000,-23.183,15.200
1336,290.000,-23.182,15.198
1337,290.000,-23.182,15.197
1338,290.000,-23.181,15.196
1339,290.000,-23.180,15.195
1340,290.000,-23.180,15.194
1341,290.000,-23.178,15.193
1342,290.000,-23.177,15.192
1343,290.000,-23.175,15.191
1344,290.000,-23.173,15.190
1345,290.000,-23.172,15.188
1346,290.000,-23.171,15.186
1347,290.000,-23.170,15.185
1348,290.000,-23.169,15.183
1349,290.000,-23.168,15.181
1350,290.000,-23.167,15.179
1351,290.000,-23.166,15.177
1352,290.000,-23.164,15.176
1353,290.000,-23.163,15.174
1354,290.000,-23.162,15.172
1355,290.000,-23.161,15.171
1356,290.000,-23.159,15.169
1357,290.000,-23.157,15.168
1358,290.000,-23.155,15.166
1359,290.000,-23.154,15.165
1360,292.000,-23.180,15.201
1361,292.000,-23.181,15.200
1362,292.000,-23.181,15.199
1363,292.000,-23.181,15.198
1364,292.000,-23.180,15.197
1365,292.000,-23.179,15.197
1366,292.000,-23.177,15.197
1367,292.000,-23.176,15.197
1368,292.000,-23.174,15.197
1369,292.000,-23.173,15.197
1370,292.000,-23.172,15.196
1371,292.000,-23.171,15.196
1372,292.000,-23.170,15.195
1373,292.000,-23.170,15.193
1374,292.000,-23.169,15.192
1375,292.000,-23.179,15.201
1376,292.000,-23.177,15.202
1377,292.000,-23.175,15.202
1378,292.000,-23.174,15.202
1379,292.000,-23.173,15.202
1380,292.000,-23.171,15.203
1381,292.000,-23.170,15.203
1382,292.000,-23.169,15.204
1383,292.000,-23.168,15.204
1384,292.000,-23.167,15.205
1385,292.000,-23.169,15.191
1386,292.000,-23.168,15.190
1387,292.000,-23.168,15.189
1388,292.000,-23.167,15.188
1389,292.000,-23.167,15.187
1390,292.000,-23.166,15.185
1391,292.000,-23.166,15.183
1392,292.000,-23.165,15.182
1393,292.000,-23.164,15.180
1394,292.000,-23.163,15.179
1395,292.000,-23.162,15.178
1396,292.000,-23.162,15.177
1397,292.000,-23.161,15.176
1398,292.000,-23.160,15.175
1399,292.000,-23.159,15.173
1400,292.000,-23.157,15.173
1401,292.000,-23.157,15.172
1402,292.000,-23.156,15.171
1403,292.000,-23.155,15.170
1404,292.000,-23.154,15.169
1405,292.000,-23.153,15.169
1406,292.000,-23.152,15.168
1407,292.000,-23.150,15.167
1408,292.000,-23.149,15.167
1409,292.000,-23.148,15.166
1410,292.000,-23.146,15.166
1411,292.000,-23.145,15.165
1412,292.000,-23.143,15.164
1413,292.000,-23.142,15.164
1414,292.000,-23.141,15.164
1415,292.000,-23.140,15.164
1416,292.000,-23.139,15.165
1417,292.000,-23.137,15.165
1418,292.000,-23.136,15.165
1419,292.000,-23.134,15.165
1420,292.000,-23.133,15.165
1421,292.000,-23.132,15.167
1422,292.000,-23.131,15.168
1423,292.000,-23.131,15.169
1424,292.000,-23.130,15.170
1425,292.000,-23.130,15.171
1426,292.000,-23.129,15.172
1427,292.000,-23.129,15.174
1428,292.000,-23.129,15.175
1429,292.000,-23.130,15.176
1430,292.000,-23.130,15.177
1431,292.000,-23.130,15.178
1432,292.000,-23.130,15.179
1433,292.000,-23.131,15.181
1434,292.000,-23.131,15.183
1435,292.000,-23.132,15.184
1436,292.000,-23.132,15.185
1437,292.000,-23.132,15.186
1438,292.000,-23.133,15.187
1439,292.000,-23.134,15.189
1440,292.000,-23.135,15.190
1441,292.000,-23.136,15.191
1442,292.000,-23.137,15.192
1443,292.000,-23.139,15.192
1444,292.000,-23.140,15.193
1445,292.000,-23.141,15.193
1446,292.000,-23.142,15.195
1447,292.000,-23.144,15.196
1448,292.000,-23.145,15.198
1449,292.000,-23.147,15.199
1450,292.000,-23.148,15.201
1451,292.000,-23.149,15.202
1452,292.000,-23.150,15.203
1453,292.000,-23.166,15.206
1454,292.000,-23.164,15.207
1455,292.000,-23.163,15.207
1456,292.000,-23.162,15.208
1457,292.000,-23.161,15.208
1458,292.000,-23.160,15.207
1459,292.000,-23.158,15.207
1460,292.000,-23.157,15.207
1461,292.000,-23.155,15.206
1462,292.000,-23.153,15.206
1463,292.000,-23.152,15.205
1464,292.000,-23.151,15.204
1465,294.000,-23.163,15.200
1466,294.000,-23.162,15.200
1467,294.000,-23.161,15.201
1468,294.000,-23.159,15.201
1469,294.000,-23.157,15.201
1470,294.000,-23.155,15.202
1471,294.000,-23.153,15.202
1472,294.000,-23.151,15.202
1473,294.000,-23.164,15.198
1474,294.000,-23.164,15.196
1475,294.000,-23.164,15.194
1476,294.000,-23.164,15.192
1477,294.000,-23.164,15.190
1478,294.000,-23.164,15.189
1479,294.000,-23.163,15.187
1480,294.000,-23.162,15.185
1481,294.000,-23.162,15.183
1482,294.000,-23.161,15.181
1483,294.000,-23.160,15.180
1484,294.000,-23.159,15.179
1485,294.000,-23.158,15.178
1486,294.000,-23.156,15.177
1487,294.000,-23.155,15.176
1488,294.000,-23.153,15.174
1489,294.000,-23.151,15.173
1490,294.000,-23.150,15.172
1491,294.000,-23.148,15.172
1492,294.000,-23.147,15.171
1493,294.000,-23.145,15.170
1494,294.000,-23.142,15.170
1495,294.000,-23.140,15.170
1496,294.000,-23.139,15.171
1497,294.000,-23.137,15.171
1498,294.000,-23.135,15.172
1499,294.000,-23.134,15.172
1500,294.000,-23.132,15.173
1501,294.000,-23.143,15.191
1502,294.000,-23.142,15.190
1503,294.000,-23.141,15.188
1504,294.000,-23.140,15.187
1505,294.000,-23.139,15.185
1506,294.000,-23.138,15.183
1507,294.000,-23.137,15.181
1508,294.000,-23.136,15.180
1509,294.000,-23.135,15.178
1510,294.000,-23.135,15.177
1511,294.000,-23.134,15.175
1512,294.000,-23.133,15.174
1513,294.000,-23.151,15.201
1514,294.000,-23.149,15.200
1515,294.000,-23.148,15.198
1516,294.000,-23.147,15.197
1517,294.000,-23.146,15.195
1518,294.000,-23.144,15.193
1519,296.000,-23.152,15.182
1520,296.000,-23.152,15.183
1521,296.000,-23.153,15.184
1522,296.000,-23.154,15.186
1523,296.000,-23.154,15.187
1524,296.000,-23.155,15.188
1525,296.000,-23.155,15.189
1526,296.000,-23.156,15.191
1527,296.000,-23.155,15.192
1528,296.000,-23.154,15.193
1529,296.000,-23.154,15.194
1530,296.000,-23.154,15.196
1531,296.000,-23.153,15.197
1532,296.000,-23.152,15.198
1533,296.000,-23.151,15.199
1534,296.000,-23.151,15.183
1535,296.000,-23.151,15.185
1536,296.000,-23.151,15.186
1537,296.000,-23.150,15.188
1538,296.000,-23.150,15.189
1539,296.000,-23.150,15.191
1540,296.000,-23.150,15.193
1541,296.000,-23.151,15.195
1542,296.000,-23.151,15.196
1543,296.000,-23.151,15.198
1544,258.000,-23.153,15.269
1545,258.000,-23.150,15.269
1546,258.000,-23.148,15.268
1547,258.000,-23.145,15.268
1548,258.000,-23.143,15.268
1549,258.000,-23.141,15.266
1550,258.000,-23.140,15.264
1551,258.000,-23.138,15.263
1552,258.000,-23.137,15.261
1553,258.000,-23.135,15.259
1554,258.000,-23.134,15.258
1555,258.000,-23.132,15.257
1556,258.000,-23.131,15.254
1557,258.000,-23.129,15.253
1558,258.000,-23.128,15.251
1559,258.000,-23.126,15.249
1560,258.000,-23.124,15.248
1561,258.000,-23.123,15.245
1562,258.000,-23.121,15.243
1563,258.000,-23.119,15.242
1564,258.000,-23.117,15.240
1565,258.000,-23.115,15.238
1566,258.000,-23.112,15.236
1567,258.000,-23.110,15.235
1568,258.000,-23.096,15.222
1569,258.000,-23.097,15.224
1570,258.000,-23.099,15.225
1571,258.000,-23.100,15.227
1572,258.000,-23.102,15.229
1573,258.000,-23.104,15.231
1574,258.000,-23.108,15.233
1575,258.000,-23.197,15.247
1576,258.000,-23.195,15.249
1577,258.000,-23.194,15.251
1578,258.000,-23.192,15.252
1579,258.000,-23.190,15.254
1580,258.000,-23.188,15.256
1581,258.000,-23.185,15.258
1582,258.000,-23.183,15.260
1583,258.000,-23.180,15.261
1584,258.000,-23.177,15.261
1585,258.000,-23.174,15.263
1586,258.000,-23.172,15.264
1587,258.000,-23.169,15.265
1588,258.000,-23.166,15.265
1589,258.000,-23.163,15.266
1590,258.000,-23.160,15.267
1591,258.000,-23.158,15.268
1592,258.000,-23.155,15.268
1592,258.000,-23.199,15.244
1594,258.000,-23.200,15.241
1595,258.000,-23.202,15.240
1596,258.000,-23.202,15.237
1597,258.000,-23.204,15.235
1598,258.000,-23.205,15.233
1599,258.000,-23.206,15.229
1600,258.000,-23.207,15.226
1601,258.000,-23.213,15.212
1602,258.000,-23.212,15.214
1603,258.000,-23.211,15.216
1604,258.000,-23.210,15.219
1605,258.000,-23.209,15.220
1606,258.000,-23.208,15.222
1607,258.000,-23.208,15.224
1608,258.000,-23.213,15.210
1609,258.000,-23.214,15.208
1610,258.000,-23.215,15.205
1611,258.000,-23.215,15.202
1612,258.000,-23.216,15.199
1613,258.000,-23.216,15.196
1614,258.000,-23.216,15.194
1615,258.000,-23.216,15.191
1616,258.000,-23.216,15.188
1617,258.000,-23.215,15.185
1618,258.000,-23.214,15.183
1619,258.000,-23.214,15.181
1620,258.000,-23.213,15.178
1621,258.000,-23.213,15.176
1622,258.000,-23.212,15.173
1623,258.000,-23.211,15.170
1624,258.000,-23.210,15.168
1625,258.000,-23.209,15.166
1626,258.000,-23.208,15.164
1627,258.000,-23.206,15.162
1628,258.000,-23.205,15.160
1629,258.000,-23.203,15.158
1630,258.000,-23.202,15.156
1631,258.000,-23.201,15.154
1632,258.000,-23.199,15.152
1633,258.000,-23.198,15.151
1634,258.000,-23.197,15.149
1635,258.000,-23.195,15.147
1636,258.000,-23.193,15.145
1637,258.000,-23.191,15.143
1638,258.000,-23.189,15.141
1639,258.000,-23.187,15.139
1640,258.000,-23.185,15.137
1641,258.000,-23.182,15.135
1642,258.000,-23.180,15.133
1643,258.000,-23.178,15.131
1644,258.000,-23.174,15.130
1645,258.000,-23.172,15.128
1646,258.000,-23.168,15.127
1647,258.000,-23.165,15.126
1648,258.000,-23.161,15.124
1649,258.000,-23.158,15.123
1650,258.000,-23.153,15.122
1651,258.000,-23.150,15.121
1652,256.000,-23.151,15.307
1653,256.000,-23.154,15.304
1654,256.000,-23.156,15.302
1655,256.000,-23.159,15.299
1656,256.000,-23.160,15.295
1657,256.000,-23.162,15.292
1658,256.000,-23.163,15.288
1659,256.000,-23.164,15.284
1660,256.000,-23.164,15.281
1661,256.000,-23.166,15.278
1662,256.000,-23.168,15.275
1663,256.000,-23.171,15.272
1664,256.000,-23.173,15.270
1665,256.000,-23.177,15.268
1666,256.000,-23.141,15.305
1667,256.000,-23.141,15.302
1668,256.000,-23.141,15.298
1669,256.000,-23.141,15.294
1670,256.000,-23.141,15.290
1671,256.000,-23.141,15.286
1672,256.000,-23.141,15.282
1673,256.000,-23.140,15.279
1674,256.000,-23.138,15.276
1675,256.000,-23.136,15.272
1676,256.000,-23.134,15.269
1677,256.000,-23.132,15.265
1678,256.000,-23.129,15.261
1679,256.000,-23.127,15.258
1680,256.000,-23.125,15.255
1681,256.000,-23.123,15.252
1682,256.000,-23.121,15.249
1683,256.000,-23.118,15.246
1684,256.000,-23.115,15.243
1685,256.000,-23.111,15.240
1686,256.000,-23.108,15.238
1687,256.000,-23.105,15.236
1688,256.000,-23.101,15.233
1689,256.000,-23.097,15.230
1690,256.000,-23.181,15.267
1691,256.000,-23.185,15.263
1692,256.000,-23.189,15.261
1693,256.000,-23.192,15.257
1694,256.000,-23.196,15.253
1695,256.000,-23.198,15.250
1696,256.000,-23.201,15.247
1697,256.000,-23.203,15.243
1698,256.000,-23.205,15.238
1699,256.000,-23.207,15.235
1700,256.000,-23.208,15.231
1701,256.000,-23.209,15.227
1702,256.000,-23.211,15.223
1703,256.000,-23.213,15.220
1704,256.000,-23.215,15.216
1705,256.000,-23.216,15.212
1706,256.000,-23.217,15.208
1707,256.000,-23.218,15.205
1708,256.000,-23.219,15.201
1709,256.000,-23.219,15.197
1710,256.000,-23.219,15.194
1711,256.000,-23.218,15.189
1712,256.000,-23.218,15.184
1713,256.000,-23.217,15.179
1714,256.000,-23.216,15.176
1715,256.000,-23.215,15.172
1716,256.000,-23.213,15.168
1717,256.000,-23.211,15.164
1718,256.000,-23.209,15.161
1719,256.000,-23.206,15.158
1720,256.000,-23.204,15.154
1721,256.000,-23.202,15.152
1722,256.000,-23.200,15.149
1723,256.000,-23.198,15.147
1724,256.000,-23.195,15.144
1725,256.000,-23.193,15.141
1726,256.000,-23.189,15.138
1727,256.000,-23.186,15.135
1728,256.000,-23.184,15.133
1729,256.000,-23.181,15.131
1730,256.000,-23.178,15.129
1731,256.000,-23.176,15.127
1732,256.000,-23.172,15.126
1733,256.000,-23.169,15.124
1734,256.000,-23.166,15.123
1735,256.000,-23.161,15.121
1736,256.000,-23.157,15.120
1737,256.000,-23.153,15.119
1738,254.000,-23.175,15.300
1739,254.000,-23.175,15.297
1740,254.000,-23.176,15.293
1741,254.000,-23.177,15.289
1742,254.000,-23.177,15.285
1743,254.000,-23.178,15.281
1744,254.000,-23.180,15.277
1745,254.000,-23.182,15.273
1746,254.000,-23.184,15.271
1747,254.000,-23.188,15.268
1748,254.000,-23.190,15.264
1749,254.000,-23.193,15.262
1750,254.000,-23.195,15.259
1751,254.000,-23.198,15.255
1752,254.000,-23.201,15.251
1753,254.000,-23.203,15.249
1754,254.000,-23.206,15.245
1755,254.000,-23.207,15.242
1756,254.000,-23.128,15.307
1757,254.000,-23.128,15.303
1758,254.000,-23.128,15.298
1759,254.000,-23.129,15.295
1760,254.000,-23.130,15.291
1761,254.000,-23.130,15.287
1762,254.000,-23.131,15.282
1763,254.000,-23.129,15.278
1764,254.000,-23.127,15.273
1765,254.000,-23.125,15.268
1766,254.000,-23.124,15.264
1767,254.000,-23.122,15.261
1768,254.000,-23.120,15.256
1769,254.000,-23.118,15.252
1770,254.000,-23.115,15.249
1771,254.000,-23.097,15.237
1772,254.000,-23.100,15.238
1773,254.000,-23.103,15.241
1774,254.000,-23.107,15.243
1775,254.000,-23.112,15.246
1776,254.000,-23.209,15.239
1777,254.000,-23.210,15.235
1778,254.000,-23.211,15.231
1779,254.000,-23.213,15.227
1780,254.000,-23.215,15.223
1781,254.000,-23.216,15.220
1782,254.000,-23.218,15.216
1783,254.000,-23.220,15.212
1784,254.000,-23.221,15.209
1785,254.000,-23.222,15.205
1786,254.000,-23.223,15.201
1787,254.000,-23.223,15.197
1788,254.000,-23.223,15.192
1789,254.000,-23.222,15.188
1790,254.000,-23.221,15.183
1791,254.000,-23.220,15.179
1792,254.000,-23.219,15.175
1793,254.000,-23.218,15.172
1794,254.000,-23.216,15.168
1795,254.000,-23.215,15.165
1796,254.000,-23.213,15.161
1797,254.000,-23.210,15.158
1798,254.000,-23.208,15.155
1799,254.000,-23.205,15.152
1800,254.000,-23.203,15.149
1801,254.000,-23.201,15.146
1802,254.000,-23.197,15.143
1803,254.000,-23.195,15.141
1804,254.000,-23.193,15.138
1805,254.000,-23.189,15.135
1806,254.000,-23.186,15.132
1807,254.000,-23.183,15.129
1808,254.000,-23.180,15.126
1809,254.000,-23.175,15.125
1810,254.000,-23.172,15.123
1811,254.000,-23.167,15.121
1812,254.000,-23.162,15.119
1813,252.000,-23.188,15.307
1814,252.000,-23.188,15.304
1815,252.000,-23.190,15.298
1816,252.000,-23.189,15.293
1817,252.000,-23.189,15.288
1818,252.000,-23.189,15.283
1819,252.000,-23.189,15.279
1820,252.000,-23.202,15.256
1821,252.000,-23.199,15.259
1822,252.000,-23.197,15.264
1823,252.000,-23.194,15.268
1824,252.000,-23.191,15.273
1825,252.000,-23.117,15.300
1826,252.000,-23.118,15.296
1827,252.000,-23.120,15.291
1828,252.000,-23.121,15.285
1829,252.000,-23.122,15.280
1830,252.000,-23.120,15.276
1831,252.000,-23.118,15.271
1832,252.000,-23.117,15.265
1833,252.000,-23.116,15.260
1835,252.000,-23.114,15.256
1834,252.000,-23.111,15.252
1836,252.000,-23.107,15.249
1837,252.000,-23.102,15.247
1838,252.000,-23.203,15.253
1839,252.000,-23.205,15.249
1840,252.000,-23.227,15.202
1841,252.000,-23.226,15.204
1842,252.000,-23.225,15.209
1843,252.000,-23.224,15.213
1844,252.000,-23.221,15.217
1845,252.000,-23.220,15.220
1846,252.000,-23.215,15.232
1847,252.000,-23.213,15.236
1848,252.000,-23.212,15.240
1849,252.000,-23.210,15.244
1850,252.000,-23.207,15.247
1851,252.000,-23.227,15.197
1852,252.000,-23.227,15.194
1853,252.000,-23.226,15.190
1854,252.000,-23.225,15.185
1855,252.000,-23.224,15.181
1856,252.000,-23.223,15.178
1857,252.000,-23.222,15.173
1858,252.000,-23.220,15.170
1859,252.000,-23.218,15.166
1860,252.000,-23.215,15.162
1861,252.000,-23.214,15.159
1862,252.000,-23.211,15.156
1863,252.000,-23.208,15.153
1864,252.000,-23.206,15.150
1865,252.000,-23.204,15.148
1866,252.000,-23.193,15.136
1867,252.000,-23.196,15.139
1868,252.000,-23.199,15.142
1869,252.000,-23.202,15.145
1870,252.000,-23.177,15.123
1871,252.000,-23.175,15.122
1872,252.000,-23.171,15.120
1873,252.000,-23.166,15.119
1874,252.000,-23.179,15.124
1875,252.000,-23.182,15.125
1876,252.000,-23.185,15.127
1877,252.000,-23.188,15.129
1878,252.000,-23.189,15.131
1879,252.000,-23.191,15.133
1880,250.000,-23.201,15.306
1881,250.000,-23.201,15.302
1882,250.000,-23.201,15.296
1883,250.000,-23.199,15.292
1884,250.000,-23.198,15.287
1885,250.000,-23.197,15.282
1886,250.000,-23.197,15.277
1887,250.000,-23.199,15.272
1888,250.000,-23.201,15.268
1889,250.000,-23.201,15.264
1890,250.000,-23.203,15.260
1891,250.000,-23.205,15.256
1892,250.000,-23.208,15.252
1893,250.000,-23.217,15.235
1894,250.000,-23.215,15.239
1895,250.000,-23.213,15.244
1896,250.000,-23.210,15.248
1897,250.000,-23.182,15.120
1898,250.000,-23.185,15.122
1899,250.000,-23.188,15.125
1900,250.000,-23.189,15.127
1901,250.000,-23.225,15.172
1902,250.000,-23.223,15.168
1903,250.000,-23.221,15.164
1904,250.000,-23.219,15.162
1905,250.000,-23.217,15.159
1906,250.000,-23.215,15.156
1907,250.000,-23.212,15.153
1908,250.000,-23.208,15.150
1909,250.000,-23.206,15.147
1910,250.000,-23.203,15.143
1911,250.000,-23.200,15.140
1912,250.000,-23.198,15.137
1913,250.000,-23.195,15.134
1914,250.000,-23.194,15.131
1915,250.000,-23.192,15.129
1916,250.000,-23.106,15.290
1917,250.000,-23.107,15.285
1918,250.000,-23.108,15.281
1919,250.000,-23.108,15.278
1920,250.000,-23.108,15.274
1921,250.000,-23.109,15.271
1922,250.000,-23.102,15.256
1923,250.000,-23.104,15.257
1924,250.000,-23.106,15.259
1925,250.000,-23.107,15.262
1926,250.000,-23.108,15.265
1927,250.000,-23.109,15.268
1928,248.000,-23.207,15.287
1929,248.000,-23.206,15.284
1930,248.000,-23.205,15.279
1931,248.000,-23.205,15.276
1932,248.000,-23.205,15.272
1933,248.000,-23.206,15.268
1934,248.000,-23.207,15.263
1935,248.000,-23.215,15.249
1936,248.000,-23.213,15.251
1937,248.000,-23.210,15.254
1938,248.000,-23.208,15.258
1939,246.000,-23.215,15.281
1940,246.000,-23.214,15.279
1941,246.000,-23.213,15.276
1942,246.000,-23.213,15.272
1943,246.000,-23.218,15.256
1944,246.000,-23.217,15.258
1945,246.000,-23.215,15.261
1946,246.000,-23.214,15.264
1947,246.000,-23.213,15.268
